-nan nan
5.34363 53.2023
6.19085 61.0786
5.08876 53.7951
3.79592 42.5222
9.56155 89.4586
5.34974 56.5655
4.23862 45.7141
3.83064 43.0816
3.3831 40.2816
12.2101 107.733
4.25397 47.451
5.02214 51.6975
4.59699 49.9244
7.54128 68.3377
12.2756 109.284
6.85977 64.4496
6.01816 60.1801
29.6615 214.668
13.1306 108.411
8.33892 75.925
23.6698 169.17
11.8114 99.3938
3.29296 39.0832
4.96166 52.8932
18.4197 149.444
7.06786 65.5625
13.3807 107.358
9.25774 81.3042
8.02091 76.3761
13.1095 109.101
8.63455 78.5787
7.46172 70.4787
26.2996 193.867
5.27131 53.1202
3.21996 39.1263
4.68945 50.4377
3.92505 43.4385
5.34505 53.9991
6.2053 60.0218
3.93591 44.8748
4.11946 45.9778
8.91314 79.8332
11.9714 103.755
3.79143 42.465
5.37796 55.7188
6.08561 60.6256
7.9544 74.4312
3.41352 40.2793
9.78678 88.0617
11.5002 94.8001
8.67155 76.3711
3.74894 43.7678
8.12468 73.8426
7.6559 72.9745
6.72572 65.8151
3.85395 44.1755
4.96619 50.6876
4.9587 52.7738
14.4161 128.649
27.9842 210.952
7.34457 69.6668
3.2085 38.7047
8.85766 79.9928
6.21666 62.1461
4.93965 50.7227
5.18705 54.4725
6.76226 65.1107
6.06381 58.485
14.0211 120.66
9.73374 85.6984
12.9947 106.496
4.89409 51.2667
12.6369 103.434
6.36592 61.403
10.5935 90.4884
7.83073 70.6598
37.3403 274.69
6.13358 60.0215
6.05226 60.2467
3.68921 41.726
3.58241 42.3339
4.54517 48.0738
16.779 136.83
14.0538 116.794
7.12755 71.2901
3.21639 39.047
11.718 96.7483
25.1475 189.457
4.85593 52.777
4.87597 51.9358
4.81487 50.2281
7.25207 66.4213
5.36872 53.774
16.367 143.431
7.72412 69.9397
9.65069 81.3399
27.7566 210.292
5.21809 54.6474
3.52778 41.412
4.53325 48.5512
5.84522 57.3654
4.13005 45.0213
3.90126 44.0031
27.8326 209.459
4.65675 48.7928
3.92179 44.7188
3.30447 40.0392
8.42886 79.3339
5.53529 57.2705
7.91313 71.7505
4.99728 52.3854
4.52571 47.9588
5.2389 53.8291
26.4255 201.883
3.22279 39.1933
4.50654 47.7601
4.88723 51.6949
6.28663 60.3559
14.6208 121.433
8.77689 78.8185
18.1732 146.337
4.73632 51.2906
5.86677 59.8195
15.581 135.614
5.84463 58.7299
10.1216 88.189
4.36258 47.1665
21.3923 169.789
5.98904 58.486
11.4861 94.4746
3.56282 42.2119
30.8372 212.321
14.3895 120.838
7.84915 71.4698
82.2382 562.286
7.89699 71.3712
8.00117 76.0359
5.22503 56.0048
13.4213 109.985
7.96241 75.1574
10.258 95.3651
11.2734 94.3976
8.93371 84.4873
19.9605 151.785
7.32486 68.9291
9.20727 84.1279
3.82884 44.3542
5.16825 54.0776
4.20902 45.486
11.6861 96.9708
3.85011 44.5592
18.5866 145.705
3.56954 42.0518
8.37567 73.5894
3.47359 41.2976
10.338 91.1624
5.71054 57.8718
9.8396 84.1139
4.87873 50.3998
3.51285 41.3859
7.37561 67.2322
10.2129 87.297
9.33083 82.9703
4.88583 51.9265
5.35242 56.9877
4.7602 51.6076
4.03726 45.6229
4.58365 48.5611
18.4133 144.655
12.5946 104.577
13.0568 104.433
8.90537 79.709
3.27336 39.8178
10.4129 95.2528
3.72011 43.4348
9.6603 85.2739
162.192 1018.1
12.0641 98.1599
6.93981 68.0034
13.3359 114.968
4.91938 52.7321
5.38457 55.4117
4.87696 51.0969
5.66778 58.2677
7.58316 74.5807
5.33897 55.056
3.73545 42.753
3.52212 40.725
10.5322 91.7216
7.27637 68.7752
5.8294 56.8547
30.7179 227.475
6.19803 59.3589
8.89447 77.4872
6.81271 65.4712
8.79443 78.3319
3.31362 39.3455
42.584 305.814
8.32475 77.7461
3.78842 43.7184
10.9885 93.922
5.31842 55.5206
6.62413 64.7825
4.82735 51.5068
4.35955 48.0828
4.94631 52.0623
23.8583 174.255
12.8848 102.716
3.91452 43.8774
7.85268 73.3195
4.39677 46.7655
19.3817 146.249
10.8211 90.1624
6.36404 62.8377
12.5252 105.948
26.5566 187.808
4.79118 51.5165
3.53024 41.5621
16.7114 140.41
20.7527 169.914
30.3874 242.623
4.00287 44.0054
4.23199 45.6182
6.60865 63.9814
3.85796 44.3237
8.67438 82.9148
13.7349 122.918
8.11954 72.8112
5.66559 56.3623
5.51427 55.288
3.09634 37.9594
31.8648 238.62
11.2161 93.3669
8.60924 79.7297
12.7879 106.002
4.21046 46.3433
7.05248 68.6912
3.21618 39.0839
7.62224 71.2435
4.35938 48.9219
32.7277 258.039
7.86585 74.8079
6.08019 62.5652
11.6299 98.9055
6.31797 62.205
17.3472 134.27
4.33574 47.4688
5.62393 57.8811
23.8614 178.78
5.55837 58.3849
7.11046 67.7628
4.66382 50.1187
5.73946 56.7777
10.9302 100.943
16.8039 135.111
18.9433 141.674
13.7385 107.402
6.35141 63.6686
4.86121 53.0521
9.70691 83.5578
26.9227 192.605
18.2865 154.357
4.34136 48.6109
10.4235 89.5737
19.329 145.794
15.0119 118.174
7.28418 66.5137
9.92706 89.1826
4.2307 46.9614
8.1735 72.8773
5.34242 56.9667
9.77137 89.1196
23.5984 191.594
7.43932 71.8612
7.20346 69.4912
8.25354 75.3888
5.2583 52.6641
10.4081 87.4465
10.968 98.5368
6.06744 58.7255
9.10331 81.2702
7.29022 67.0325
12.4714 108.904
3.63205 42.4869
6.21484 59.4852
10.1571 88.2015
7.79371 70.4194
5.0271 52.8923
6.66251 64.9769
3.85653 42.9385
3.81932 42.6835
6.20683 62.006
6.11881 60.5925
3.9225 44.8887
17.1742 137.374
6.34349 63.6616
7.94173 74.2032
7.21179 68.3172
3.44921 40.1101
3.64456 41.3984
20.0093 159.167
3.65771 42.7082
6.38039 60.835
20.8518 156.776
17.1789 129.003
42.7745 290.604
5.68717 58.3968
6.46881 64.3483
22.4937 180.287
11.7778 99.1881
22.6021 184.343
12.6256 101.827
6.42807 61.4294
7.39699 69.5776
10.4214 95.0085
5.90973 57.5916
8.28868 78.0815
3.65666 43.0291
4.00726 45.8137
4.26486 47.3358
6.6678 65.4069
3.63324 41.5618
4.76547 51.6368
5.14534 53.8145
4.51521 49.1492
6.10809 59.6241
4.41124 48.371
7.30208 68.5034
4.00028 44.2704
17.3007 133.624
7.94035 74.4942
4.80129 51.4649
7.37831 70.3226
5.03873 52.9923
16.8184 136.168
4.52224 49.2976
3.51911 40.6622
3.99761 44.1878
3.57597 42.0909
7.91437 73.3201
15.0375 115.515
4.00427 45.3631
5.59618 58.6537
4.82223 51.5871
3.48879 40.8807
5.98814 59.837
17.704 137.642
5.91466 57.4879
6.32081 63.2866
7.52511 72.4856
10.4868 91.0337
6.95558 66.3701
3.66747 42.7643
4.5311 49.1965
3.89278 44.9029
4.05015 45.1372
27.368 198.568
9.17786 81.6727
5.20892 54.6812
4.52727 48.0351
6.24704 59.3693
3.58541 40.9717
5.31366 53.8507
5.60362 55.6544
20.4543 155.841
13.454 112.605
4.86646 50.5546
6.87765 64.4348
6.76055 63.5721
4.24584 46.2674
6.24373 60.7166
23.2521 188.557
5.89545 57.7591
6.42489 62.2432
4.45277 47.5606
26.9643 223.61
5.65552 57.426
5.28437 55.505
5.15526 54.0118
3.80178 44.2223
7.95989 73.3458
6.06457 58.4987
4.35744 46.774
47.6319 371.567
4.63261 49.6534
42.8345 324.603
15.8408 126.776
7.53098 70.3226
22.1096 162.356
5.32345 55.6821
6.73855 64.9877
8.10837 73.234
7.55726 74.3364
9.0801 79.2449
3.97975 45.3234
4.49689 47.65
5.55091 55.3246
15.3696 119.116
16.8739 145.264
7.10839 65.8
5.69614 58.2935
10.7667 96.7739
12.518 107.839
3.51014 41.7597
8.04488 74.7456
7.72775 72.017
4.04609 45.1709
5.39606 54.982
3.73968 43.462
8.70966 81.3364
5.78876 58.4874
8.99255 78.5177
7.40388 67.9852
5.42618 54.4534
23.2469 168.95
22.6142 186.713
12.4561 101.167
5.36014 55.4483
6.80526 63.9037
3.8351 44.129
6.41395 62.8866
6.03867 61.1643
4.20265 46.8758
5.31651 55.4577
4.33832 47.9241
3.16091 38.8657
7.43338 70.7591
9.7418 90.9427
10.727 89.5515
12.3799 102.501
23.9377 187.295
4.24606 45.7192
5.80691 57.2148
3.51393 40.4585
9.03493 80.4765
6.11635 58.427
16.714 131.847
16.3542 126.444
5.55565 55.7952
32.5686 240.575
6.97452 64.792
18.1571 148.202
3.85015 42.9986
3.27317 39.5251
7.35176 71.4359
16.0219 137.119
3.26723 39.2666
3.89343 44.1937
7.66296 70.5596
4.84137 50.9056
6.31574 60.1748
9.13822 83.1253
6.37672 64.5938
6.76492 65.0845
3.26957 39.7894
12.2822 102.034
6.56218 62.2109
3.42169 40.918
5.62176 57.1381
6.62562 64.528
12.6564 101.801
4.59902 49.3623
10.16 88.2131
6.66433 62.59
3.60205 41.2488
9.8963 90.2657
9.71822 88.3599
3.65761 42.0023
3.66997 41.7901
9.463 84.5133
5.19732 52.398
5.07511 51.418
4.17386 45.2262
7.7885 70.1613
4.53443 49.123
12.4321 99.1384
5.9407 60.2939
5.19534 54.591
7.00379 67.269
4.78781 49.8258
4.17891 46.7899
6.58947 61.5868
9.55371 87.5022
7.50259 67.4522
3.86459 43.2995
3.25532 39.6018
4.73143 51.7185
22.5762 171.191
31.1203 230.193
10.2882 85.8241
8.11713 76.2207
4.53333 47.79
5.7533 58.0987
3.72611 43.2099
16.2953 126.13
8.92799 77.3448
3.67369 41.8539
5.54258 55.606
4.49837 47.7085
17.6482 138.702
18.1398 144.884
9.46242 88.1562
9.11104 83.7055
3.61569 42.5773
3.66396 41.5726
3.55134 41.2756
82.2419 558.79
7.28687 69.2302
4.03257 44.2433
4.76854 49.6406
5.41499 53.6796
19.3545 159.71
5.48053 54.5349
3.52421 40.6143
11.5617 97.7611
10.1082 86.2316
7.21939 69.4395
25.7159 194.059
3.52382 41.3495
21.8074 185.728
3.45403 41.0101
3.9419 44.9144
14.6738 115.593
13.5469 106.812
4.14771 46.0802
5.39166 54.2393
4.90573 51.0884
9.96198 90.8159
6.05107 60.3637
6.92335 65.7721
14.6133 117.278
5.92062 58.6631
10.4864 93.8717
8.91539 78.1393
11.4038 94.7114
13.8761 115.232
6.81171 63.9235
9.21791 83.6587
5.59029 57.4494
7.39744 71.1734
12.0957 98.6546
18.2566 152.126
7.74315 71.0759
57.5663 431.434
20.1344 153.479
6.73334 62.9168
14.8608 124.814
3.04222 37.5201
27.067 200.376
14.1164 111.936
4.3016 48.4225
6.50634 61.7961
7.6844 69.6029
3.18305 39.0596
5.58118 58.0263
9.29342 82.7426
4.37176 48.1029
4.03377 45.4405
4.14694 46.5964
14.1097 123.129
5.46808 54.0315
3.49052 41.4163
3.57545 40.8992
4.37416 46.9817
17.6614 133.764
4.33218 47.8475
3.85607 44.5113
3.23824 38.9526
6.02811 58.6499
3.96225 44.0993
8.47731 75.7846
13.0349 117.435
11.6696 95.5285
3.6226 42.2656
5.24991 55.8038
4.90172 52.4493
8.11253 74.3982
11.0179 94.0265
4.67684 48.9041
52.3256 362.051
7.08725 67.0496
11.2098 99.4344
7.69952 71.7545
13.9283 120.668
5.78413 56.5729
69.0997 443.029
10.5637 91.0344
14.8215 125.495
12.0972 101.694
8.01879 75.9511
4.65442 48.8705
5.34676 55.2466
8.60736 79.0642
4.95741 53.7714
5.75467 58.4962
4.66881 51.3058
4.45883 47.6149
13.9227 118.085
6.49698 63.2824
4.62529 50.0066
18.9262 145.233
10.4384 97.7465
6.40791 62.6647
5.02948 52.9636
7.73722 72.6404
7.35035 68.0645
5.7388 56.8129
4.12513 46.2696
4.5829 49.8229
3.08989 37.9772
5.25791 52.8943
11.2409 96.518
6.13457 61.7797
17.0919 136.151
10.2945 89.7117
6.07262 60.826
16.3113 126.014
4.20071 46.9314
15.4038 127.292
11.707 95.7222
4.55651 50.0347
10.6894 99.5717
3.78986 43.7486
7.54184 70.0583
14.0989 122.484
5.40156 56.6002
3.97692 45.1205
14.3387 117.784
6.25762 63.488
8.85735 79.5961
4.13706 45.1341
5.60923 57.0635
7.5735 68.8593
4.4459 47.8391
6.97809 65.2809
7.7074 70.4759
7.5797 68.9337
15.8988 124.559
6.32804 62.8462
4.30682 47.6953
7.14474 66.1153
3.52794 40.7098
5.25958 53.694
7.50785 74.3136
12.7671 107.844
23.8628 179.797
4.36845 48.5067
29.0557 229.884
11.7501 99.6301
8.41984 79.0924
9.31099 85.2501
4.34124 47.9196
18.6936 142.242
11.1065 98.8948
8.05796 74.5231
3.75015 42.7604
11.4098 105.28
8.17534 74.8505
3.67006 43.0264
4.86373 50.5471
3.27294 39.5443
8.5484 75.1609
8.03781 73.1267
11.2333 100.193
9.33191 85.9345
6.36327 60.2883
5.39627 54.6096
10.468 91.3697
8.77264 78.556
5.19142 52.9859
14.589 116.493
6.01778 59.2674
5.14634 52.1967
17.3698 136.104
4.33963 46.8808
7.79533 74.1919
7.96145 74.5467
3.93201 43.6939
4.79348 50.2032
3.40454 39.687
6.95299 65.9655
4.47276 48.4165
4.90317 50.2231
5.66912 55.4529
12.7813 103.967
12.0176 97.7788
14.4963 117.627
7.34031 68.7514
12.2063 102.356
3.25711 39.6843
5.29013 56.4064
20.2562 171.598
10.5019 98.2871
6.71068 64.2506
4.22969 46.715
8.55194 76.3366
17.9158 137.181
3.86162 43.2521
5.70698 57.3995
4.97625 53.4147
5.49911 56.8502
10.4521 94.5374
8.14395 73.2899
3.41585 40.9835
66.2028 452.243
4.68059 50.4505
7.93606 76.1796
5.08629 53.7208
3.97492 44.3263
6.79403 68.0966
11.2628 94.0593
6.25479 63.5685
17.5729 153.641
6.98263 70.1415
3.2491 38.6703
7.75059 76.256
12.0202 101.273
3.96392 45.3616
3.88416 43.7134
13.3417 113.75
4.8408 50.24
4.29993 46.4743
4.8341 50.4963
11.6075 98.1142
17.3517 134.634
12.1483 99.4696
6.01367 61.0314
6.63824 63.9578
12.7911 105.938
6.17639 62.0903
3.86611 43.4864
6.40987 60.6747
33.1859 244.219
6.79152 67.6196
6.89761 65.6308
7.61178 69.8227
6.78478 64.5382
6.78087 65.2482
6.59179 62.5408
20.6692 158.773
11.9276 97.6644
4.32093 47.3201
9.36 82.7893
4.45294 47.6124
4.21084 45.867
4.49526 47.4729
7.62761 69.4658
3.7822 42.675
4.05464 44.8313
8.47944 79.1325
5.11227 52.3762
8.51628 81.3813
5.42893 54.2605
4.2841 46.5935
5.93725 59.5025
7.83057 71.0104
5.1694 52.4548
7.69725 70.7176
3.84949 44.2116
3.93431 45.2658
6.49261 62.3022
4.0288 44.185
7.80406 76.2744
3.08641 38.1813
9.74314 85.7005
11.1294 94.7628
19.7618 157.443
6.27989 64.542
22.1499 189.082
